order_id,account_id,city,street,building,unit,postcode,family_token,order_date
ORD-0001474,ACC-000418,North City,ak St 9,B ۵۲,,,FAM-X-000418,2025-08-25
ORD-0001475,ACC-000419,NORTH CITY,Oak St. 9,Bldg-52,Apt ۳,PC 1 0052,FAM-X-000419,2025-03-10
ORD-0001476,ACC-000419,NORTH CITY,Oak St. 9,Bldg-52,Apt ۳,PC 1 0052,FAM-X-000419,2025-11-24
ORD-0001477,ACC-000420,NORTH CITY,Oak St. 9,Bldg-52,Apt ۳,PC 1 0052,FAM-X-000420,2025-04-23
ORD-0001478,ACC-000420,NORTH CITY,Oak St. 9,Bldg-52,Apt ۳,PC 1 0052,FAM-X-000420,2025-03-16
ORD-0001479,ACC-000420,NORTH CITY,Oak St. 9,Bldg-52,Apt ۳,PC 1 0052,FAM-X-000420,2025-09-10
ORD-0001480,ACC-000421,North City,Oak Street 9,Building 52,Unit 4,PC-1-0052,FAM-X-000421,2025-04-11
ORD-0001481,ACC-000421,North City,Oak Street 9,Building 52,Unit 4,PC-1-0052,FAM-X-000421,2025-04-17
ORD-0001482,ACC-000422,North City,Oa St 9,B ۵۲,۴,,FAM-X-000422,2025-08-10
ORD-0001483,ACC-000422,North City,Oa St 9,B ۵۲,۴,,FAM-X-000422,2025-04-20
ORD-0001484,ACC-000422,North City,Oa St 9,B ۵۲,۴,,FAM-X-000422,2025-09-11
ORD-0001485,ACC-000422,North City,Oa St 9,B ۵۲,۴,,FAM-X-000422,2025-01-15
ORD-0001486,ACC-000423,NORTH CITY,Oak St. 9,Bldg-52,Apt ۴,PC 1 0052,FAM-X-000423,2025-01-16
ORD-0001487,ACC-000423,NORTH CITY,Oak St. 9,Bldg-52,Apt ۴,PC 1 0052,FAM-X-000423,2025-11-25
ORD-0001488,ACC-000423,NORTH CITY,Oak St. 9,Bldg-52,Apt ۴,PC 1 0052,FAM-X-000423,2025-01-02
ORD-0001489,ACC-000423,NORTH CITY,Oak St. 9,Bldg-52,Apt ۴,PC 1 0052,FAM-X-000423,2025-12-15
ORD-0001490,ACC-000424,North City,Oak t 9,B ۵۲,۴,,FAM-X-000424,2025-06-27
ORD-0001491,ACC-000424,North City,Oak t 9,B ۵۲,۴,,FAM-X-000424,2025-11-15
ORD-0001492,ACC-000425,CENTRAL CITY,Pine St. 9,Bldg-53,Apt ۱,PC 2 0053,FAM-X-000425,2025-07-24
ORD-0001493,ACC-000425,CENTRAL CITY,Pine St. 9,Bldg-53,Apt ۱,PC 2 0053,FAM-X-000425,2025-06-07
ORD-0001494,ACC-000425,CENTRAL CITY,Pine St. 9,Bldg-53,Apt ۱,PC 2 0053,FAM-X-000425,2025-04-17
ORD-0001495,ACC-000426,Central City,Pine Street 9,Building 53,Unit 2,PC-2-0053,FAM-X-000426,2025-05-24
ORD-0001496,ACC-000426,Central City,Pine Street 9,Building 53,Unit 2,PC-2-0053,FAM-X-000426,2025-05-21
ORD-0001497,ACC-000426,Central City,Pine Street 9,Building 53,Unit 2,PC-2-0053,FAM-X-000426,2025-01-02
ORD-0001498,ACC-000426,Central City,Pine Street 9,Building 53,Unit 2,PC-2-0053,FAM-X-000426,2025-03-07
ORD-0001499,ACC-000427,CENTRAL CITY,Pine St. 9,Bldg-53,Apt ۲,PC 2 0053,FAM-X-000427,2025-04-15
ORD-0001500,ACC-000427,CENTRAL CITY,Pine St. 9,Bldg-53,Apt ۲,PC 2 0053,FAM-X-000427,2025-04-11
ORD-0001501,ACC-000428,CENTRAL CITY,Pine St. 9,Bldg-53,Apt ۲,PC 2 0053,FAM-X-000428,2025-10-28
ORD-0001502,ACC-000428,CENTRAL CITY,Pine St. 9,Bldg-53,Apt ۲,PC 2 0053,FAM-X-000428,2025-07-01
ORD-0001503,ACC-000429,Central City,Pine S 9,B ۵۳,,,FAM-X-000429,2025-09-30
ORD-0001504,ACC-000429,Central City,Pine S 9,B ۵۳,,,FAM-X-000429,2025-01-30
ORD-0001505,ACC-000430,Central City,ine St 9,B ۵۳,۴,,FAM-X-000430,2025-06-03
ORD-0001506,ACC-000430,Central City,ine St 9,B ۵۳,۴,,FAM-X-000430,2025-07-01
ORD-0001507,ACC-000431,Central City,Pine t 9,B ۵۳,,PC20053,FAM-X-000431,2025-10-31
ORD-0001508,ACC-000431,Central City,Pine t 9,B ۵۳,,PC20053,FAM-X-000431,2025-05-15
ORD-0001509,ACC-000431,Central City,Pine t 9,B ۵۳,,PC20053,FAM-X-000431,2025-07-22
ORD-0001510,ACC-000432,Central City,Pine Street 9,Building 53,Unit 4,PC-2-0053,FAM-00212,2025-09-12
ORD-0001511,ACC-000432,Central City,Pine Street 9,Building 53,Unit 4,PC-2-0053,FAM-00212,2025-01-26
ORD-0001512,ACC-000432,Central City,Pine Street 9,Building 53,Unit 4,PC-2-0053,FAM-00212,2025-07-08
ORD-0001513,ACC-000432,Central City,Pine Street 9,Building 53,Unit 4,PC-2-0053,FAM-00212,2025-09-23
ORD-0001514,ACC-000433,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۱,PC 3 0054,FAM-X-000433,2025-01-25
ORD-0001515,ACC-000433,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۱,PC 3 0054,FAM-X-000433,2025-12-28
ORD-0001516,ACC-000434,South City,Elm Street 9,Building 54,Unit 2,PC-3-0054,FAM-00214,2025-07-18
ORD-0001517,ACC-000434,South City,Elm Street 9,Building 54,Unit 2,PC-3-0054,FAM-00214,2025-11-08
ORD-0001518,ACC-000434,South City,Elm Street 9,Building 54,Unit 2,PC-3-0054,FAM-00214,2025-09-26
ORD-0001519,ACC-000434,South City,Elm Street 9,Building 54,Unit 2,PC-3-0054,FAM-00214,2025-03-27
ORD-0001520,ACC-000434,South City,Elm Street 9,Building 54,Unit 2,PC-3-0054,FAM-00214,2025-06-21
ORD-0001521,ACC-000435,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۲,PC 3 0054,FAM-00214,2025-11-20
ORD-0001522,ACC-000435,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۲,PC 3 0054,FAM-00214,2025-06-28
ORD-0001523,ACC-000435,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۲,PC 3 0054,FAM-00214,2025-01-11
ORD-0001524,ACC-000435,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۲,PC 3 0054,FAM-00214,2025-07-02
ORD-0001525,ACC-000436,South City,El St 9,B ۵۴,,,FAM-00214,2025-02-05
ORD-0001526,ACC-000436,South City,El St 9,B ۵۴,,,FAM-00214,2025-11-20
ORD-0001527,ACC-000436,South City,El St 9,B ۵۴,,,FAM-00214,2025-02-10
ORD-0001528,ACC-000436,South City,El St 9,B ۵۴,,,FAM-00214,2025-08-31
ORD-0001529,ACC-000436,South City,El St 9,B ۵۴,,,FAM-00214,2025-12-02
ORD-0001530,ACC-000437,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۳,PC 3 0054,FAM-X-000437,2025-01-23
ORD-0001531,ACC-000437,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۳,PC 3 0054,FAM-X-000437,2025-05-14
ORD-0001532,ACC-000437,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۳,PC 3 0054,FAM-X-000437,2025-05-08
ORD-0001533,ACC-000437,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۳,PC 3 0054,FAM-X-000437,2025-07-10
ORD-0001534,ACC-000438,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-05-14
ORD-0001535,ACC-000438,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-01-15
ORD-0001536,ACC-000438,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-02-24
ORD-0001537,ACC-000438,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-10-22
ORD-0001538,ACC-000438,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-11-15
ORD-0001539,ACC-000439,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-09-11
ORD-0001540,ACC-000439,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-12-20
ORD-0001541,ACC-000439,SOUTH CITY,Elm St. 9,Bldg-54,Apt ۴,PC 3 0054,FAM-00216,2025-11-06
ORD-0001542,ACC-000440,North City,Cedar Street 10,Building 55,Unit 1,PC-1-0055,FAM-X-000440,2025-01-04
ORD-0001543,ACC-000440,North City,Cedar Street 10,Building 55,Unit 1,PC-1-0055,FAM-X-000440,2025-02-11
ORD-0001544,ACC-000440,North City,Cedar Street 10,Building 55,Unit 1,PC-1-0055,FAM-X-000440,2025-01-18
ORD-0001545,ACC-000440,North City,Cedar Street 10,Building 55,Unit 1,PC-1-0055,FAM-X-000440,2025-04-18
ORD-0001546,ACC-000441,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000441,2025-05-03
ORD-0001547,ACC-000441,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000441,2025-10-01
ORD-0001548,ACC-000441,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000441,2025-02-08
ORD-0001549,ACC-000441,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000441,2025-01-27
ORD-0001550,ACC-000441,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000441,2025-11-07
ORD-0001551,ACC-000442,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000442,2025-11-05
ORD-0001552,ACC-000442,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000442,2025-05-12
ORD-0001553,ACC-000442,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000442,2025-07-24
ORD-0001554,ACC-000442,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000442,2025-01-04
ORD-0001555,ACC-000443,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000443,2025-12-28
ORD-0001556,ACC-000443,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000443,2025-12-21
ORD-0001557,ACC-000444,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000444,2025-07-03
ORD-0001558,ACC-000444,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000444,2025-02-15
ORD-0001559,ACC-000444,North City,Cedar Street 10,Building 55,Unit 2,PC-1-0055,FAM-X-000444,2025-05-23
ORD-0001560,ACC-000445,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000445,2025-03-22
ORD-0001561,ACC-000445,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000445,2025-10-17
ORD-0001562,ACC-000445,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000445,2025-09-10
ORD-0001563,ACC-000445,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۲,PC 1 0055,FAM-X-000445,2025-10-02
ORD-0001564,ACC-000446,North City,Cdar St 10,B ۵۵,۲,,FAM-X-000446,2025-09-30
ORD-0001565,ACC-000446,North City,Cdar St 10,B ۵۵,۲,,FAM-X-000446,2025-04-19
ORD-0001566,ACC-000447,North City,Cedar S 10,B ۵۵,۳,,FAM-X-000447,2025-03-13
ORD-0001567,ACC-000447,North City,Cedar S 10,B ۵۵,۳,,FAM-X-000447,2025-07-16
ORD-0001568,ACC-000447,North City,Cedar S 10,B ۵۵,۳,,FAM-X-000447,2025-12-02
ORD-0001569,ACC-000447,North City,Cedar S 10,B ۵۵,۳,,FAM-X-000447,2025-06-27
ORD-0001570,ACC-000447,North City,Cedar S 10,B ۵۵,۳,,FAM-X-000447,2025-05-08
ORD-0001571,ACC-000448,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۴,PC 1 0055,FAM-X-000448,2025-02-20
ORD-0001572,ACC-000448,NORTH CITY,Cedar St. 10,Bldg-55,Apt ۴,PC 1 0055,FAM-X-000448,2025-01-25
ORD-0001573,ACC-000449,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-02-05
ORD-0001574,ACC-000449,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-02-25
ORD-0001575,ACC-000449,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-11-25
ORD-0001576,ACC-000449,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-12-05
ORD-0001577,ACC-000449,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-09-22
ORD-0001578,ACC-000450,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-08-19
ORD-0001579,ACC-000450,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-04-06
ORD-0001580,ACC-000450,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-10-04
ORD-0001581,ACC-000450,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-01-22
ORD-0001582,ACC-000450,Central City,Maple Street 10,Building 56,Unit 1,PC-2-0056,FAM-00221,2025-10-30
ORD-0001583,ACC-000451,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۱,PC 2 0056,FAM-00221,2025-04-28
ORD-0001584,ACC-000451,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۱,PC 2 0056,FAM-00221,2025-12-03
ORD-0001585,ACC-000451,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۱,PC 2 0056,FAM-00221,2025-09-12
ORD-0001586,ACC-000452,Central City,Mple St 10,B ۵۶,۱,,FAM-00221,2025-05-19
ORD-0001587,ACC-000452,Central City,Mple St 10,B ۵۶,۱,,FAM-00221,2025-12-31
ORD-0001588,ACC-000452,Central City,Mple St 10,B ۵۶,۱,,FAM-00221,2025-07-01
ORD-0001589,ACC-000452,Central City,Mple St 10,B ۵۶,۱,,FAM-00221,2025-02-28
ORD-0001590,ACC-000453,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۲,PC 2 0056,FAM-X-000453,2025-06-25
ORD-0001591,ACC-000453,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۲,PC 2 0056,FAM-X-000453,2025-11-02
ORD-0001592,ACC-000453,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۲,PC 2 0056,FAM-X-000453,2025-07-28
ORD-0001593,ACC-000454,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۳,PC 2 0056,FAM-X-000454,2025-08-01
ORD-0001594,ACC-000454,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۳,PC 2 0056,FAM-X-000454,2025-10-04
ORD-0001595,ACC-000454,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۳,PC 2 0056,FAM-X-000454,2025-08-02
ORD-0001596,ACC-000454,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۳,PC 2 0056,FAM-X-000454,2025-05-07
ORD-0001597,ACC-000454,CENTRAL CITY,Maple St. 10,Bldg-56,Apt ۳,PC 2 0056,FAM-X-000454,2025-08-28
ORD-0001598,ACC-000455,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-02-08
ORD-0001599,ACC-000455,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-04-10
ORD-0001600,ACC-000455,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-11-05
ORD-0001601,ACC-000455,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-07-12
ORD-0001602,ACC-000456,Central City,Male St 10,B ۵۶,۴,,FAM-00224,2025-01-06
ORD-0001603,ACC-000456,Central City,Male St 10,B ۵۶,۴,,FAM-00224,2025-09-25
ORD-0001604,ACC-000457,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-11-02
ORD-0001605,ACC-000457,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-11-12
ORD-0001606,ACC-000457,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-01-14
ORD-0001607,ACC-000457,Central City,Maple S 10,B ۵۶,۴,,FAM-00224,2025-09-22
ORD-0001608,ACC-000458,South City,Willow Street 10,Building 57,Unit 1,PC-3-0057,FAM-00225,2025-03-12
ORD-0001609,ACC-000458,South City,Willow Street 10,Building 57,Unit 1,PC-3-0057,FAM-00225,2025-02-28
ORD-0001610,ACC-000458,South City,Willow Street 10,Building 57,Unit 1,PC-3-0057,FAM-00225,2025-05-17
ORD-0001611,ACC-000459,South City,Willow S 10,B ۵۷,۱,,FAM-00225,2025-01-14
ORD-0001612,ACC-000459,South City,Willow S 10,B ۵۷,۱,,FAM-00225,2025-10-25
ORD-0001613,ACC-000460,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۲,PC 3 0057,FAM-X-000460,2025-10-20
ORD-0001614,ACC-000460,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۲,PC 3 0057,FAM-X-000460,2025-07-29
ORD-0001615,ACC-000460,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۲,PC 3 0057,FAM-X-000460,2025-02-10
ORD-0001616,ACC-000460,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۲,PC 3 0057,FAM-X-000460,2025-12-04
ORD-0001617,ACC-000460,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۲,PC 3 0057,FAM-X-000460,2025-08-11
ORD-0001618,ACC-000461,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-X-000461,2025-11-19
ORD-0001619,ACC-000461,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-X-000461,2025-08-25
ORD-0001620,ACC-000461,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-X-000461,2025-07-10
ORD-0001621,ACC-000461,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-X-000461,2025-12-28
ORD-0001622,ACC-000461,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-X-000461,2025-07-21
ORD-0001623,ACC-000462,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-00227,2025-07-01
ORD-0001624,ACC-000462,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-00227,2025-03-14
ORD-0001625,ACC-000462,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-00227,2025-01-13
ORD-0001626,ACC-000462,South City,Willow Street 10,Building 57,Unit 3,PC-3-0057,FAM-00227,2025-08-17
ORD-0001627,ACC-000463,South City,Willo St 10,B ۵۷,۳,,FAM-00227,2025-12-10
ORD-0001628,ACC-000463,South City,Willo St 10,B ۵۷,۳,,FAM-00227,2025-08-29
ORD-0001629,ACC-000463,South City,Willo St 10,B ۵۷,۳,,FAM-00227,2025-12-09
ORD-0001630,ACC-000463,South City,Willo St 10,B ۵۷,۳,,FAM-00227,2025-01-21
ORD-0001631,ACC-000464,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۳,PC 3 0057,FAM-00227,2025-09-07
ORD-0001632,ACC-000464,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۳,PC 3 0057,FAM-00227,2025-06-03
ORD-0001633,ACC-000464,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۳,PC 3 0057,FAM-00227,2025-11-15
ORD-0001634,ACC-000464,SOUTH CITY,Willow St. 10,Bldg-57,Apt ۳,PC 3 0057,FAM-00227,2025-02-13
ORD-0001635,ACC-000465,South City,Willow Street 10,Building 57,Unit 4,PC-3-0057,FAM-X-000465,2025-11-02
ORD-0001636,ACC-000465,South City,Willow Street 10,Building 57,Unit 4,PC-3-0057,FAM-X-000465,2025-05-12
ORD-0001637,ACC-000465,South City,Willow Street 10,Building 57,Unit 4,PC-3-0057,FAM-X-000465,2025-02-23
ORD-0001638,ACC-000466,NORTH CITY,Oak St. 10,Bldg-58,Apt ۱,PC 1 0058,FAM-X-000466,2025-03-20
ORD-0001639,ACC-000466,NORTH CITY,Oak St. 10,Bldg-58,Apt ۱,PC 1 0058,FAM-X-000466,2025-05-09
ORD-0001640,ACC-000466,NORTH CITY,Oak St. 10,Bldg-58,Apt ۱,PC 1 0058,FAM-X-000466,2025-03-01
ORD-0001641,ACC-000466,NORTH CITY,Oak St. 10,Bldg-58,Apt ۱,PC 1 0058,FAM-X-000466,2025-05-26
ORD-0001642,ACC-000466,NORTH CITY,Oak St. 10,Bldg-58,Apt ۱,PC 1 0058,FAM-X-000466,2025-07-25
ORD-0001643,ACC-000467,NORTH CITY,Oak St. 10,Bldg-58,Apt ۲,PC 1 0058,FAM-X-000467,2025-11-29
ORD-0001644,ACC-000467,NORTH CITY,Oak St. 10,Bldg-58,Apt ۲,PC 1 0058,FAM-X-000467,2025-06-08
ORD-0001645,ACC-000467,NORTH CITY,Oak St. 10,Bldg-58,Apt ۲,PC 1 0058,FAM-X-000467,2025-02-25
ORD-0001646,ACC-000468,North City,Oa St 10,B ۵۸,۳,,FAM-X-000468,2025-07-07
ORD-0001647,ACC-000468,North City,Oa St 10,B ۵۸,۳,,FAM-X-000468,2025-09-10
ORD-0001648,ACC-000468,North City,Oa St 10,B ۵۸,۳,,FAM-X-000468,2025-07-12
ORD-0001649,ACC-000468,North City,Oa St 10,B ۵۸,۳,,FAM-X-000468,2025-01-07
ORD-0001650,ACC-000469,North City,ak St 10,B ۵۸,۳,,FAM-X-000469,2025-05-01
ORD-0001651,ACC-000469,North City,ak St 10,B ۵۸,۳,,FAM-X-000469,2025-01-05
ORD-0001652,ACC-000469,North City,ak St 10,B ۵۸,۳,,FAM-X-000469,2025-10-22
ORD-0001653,ACC-000469,North City,ak St 10,B ۵۸,۳,,FAM-X-000469,2025-07-06
ORD-0001654,ACC-000469,North City,ak St 10,B ۵۸,۳,,FAM-X-000469,2025-04-26
ORD-0001655,ACC-000470,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000470,2025-07-09
ORD-0001656,ACC-000470,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000470,2025-05-04
ORD-0001657,ACC-000470,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000470,2025-10-31
ORD-0001658,ACC-000470,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000470,2025-04-02
ORD-0001659,ACC-000471,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000471,2025-05-17
ORD-0001660,ACC-000471,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000471,2025-01-18
ORD-0001661,ACC-000471,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000471,2025-12-21
ORD-0001662,ACC-000471,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000471,2025-06-12
ORD-0001663,ACC-000471,NORTH CITY,Oak St. 10,Bldg-58,Apt ۳,PC 1 0058,FAM-X-000471,2025-03-05
ORD-0001664,ACC-000472,North City,Oak Street 10,Building 58,Unit 4,PC-1-0058,FAM-X-000472,2025-07-18
ORD-0001665,ACC-000472,North City,Oak Street 10,Building 58,Unit 4,PC-1-0058,FAM-X-000472,2025-03-30
ORD-0001666,ACC-000472,North City,Oak Street 10,Building 58,Unit 4,PC-1-0058,FAM-X-000472,2025-07-02
ORD-0001667,ACC-000472,North City,Oak Street 10,Building 58,Unit 4,PC-1-0058,FAM-X-000472,2025-02-09
ORD-0001668,ACC-000473,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-03-28
ORD-0001669,ACC-000473,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-04-06
ORD-0001670,ACC-000473,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-04-04
ORD-0001671,ACC-000473,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-06-19
ORD-0001672,ACC-000474,Central City,Pine Street 10,Building 59,Unit 1,PC-2-0059,FAM-00233,2025-09-05
ORD-0001673,ACC-000474,Central City,Pine Street 10,Building 59,Unit 1,PC-2-0059,FAM-00233,2025-02-12
ORD-0001674,ACC-000474,Central City,Pine Street 10,Building 59,Unit 1,PC-2-0059,FAM-00233,2025-09-30
ORD-0001675,ACC-000474,Central City,Pine Street 10,Building 59,Unit 1,PC-2-0059,FAM-00233,2025-04-01
ORD-0001676,ACC-000475,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-06-23
ORD-0001677,ACC-000475,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-01-16
ORD-0001678,ACC-000475,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-09-23
ORD-0001679,ACC-000475,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-00233,2025-02-06
ORD-0001680,ACC-000476,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-X-000476,2025-01-06
ORD-0001681,ACC-000476,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-X-000476,2025-08-29
ORD-0001682,ACC-000476,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۱,PC 2 0059,FAM-X-000476,2025-07-23
ORD-0001683,ACC-000477,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۲,PC 2 0059,FAM-X-000477,2025-08-15
ORD-0001684,ACC-000477,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۲,PC 2 0059,FAM-X-000477,2025-04-06
ORD-0001685,ACC-000478,Central City,Pine t 10,B ۵۹,,PC20059,FAM-X-000478,2025-01-10
ORD-0001686,ACC-000478,Central City,Pine t 10,B ۵۹,,PC20059,FAM-X-000478,2025-04-15
ORD-0001687,ACC-000478,Central City,Pine t 10,B ۵۹,,PC20059,FAM-X-000478,2025-11-02
ORD-0001688,ACC-000479,Central City,Pine Street 10,Building 59,Unit 2,PC-2-0059,FAM-X-000479,2025-03-13
ORD-0001689,ACC-000479,Central City,Pine Street 10,Building 59,Unit 2,PC-2-0059,FAM-X-000479,2025-05-09
ORD-0001690,ACC-000479,Central City,Pine Street 10,Building 59,Unit 2,PC-2-0059,FAM-X-000479,2025-01-02
ORD-0001691,ACC-000479,Central City,Pine Street 10,Building 59,Unit 2,PC-2-0059,FAM-X-000479,2025-08-08
ORD-0001692,ACC-000480,Central City,Pine Street 10,Building 59,Unit 3,PC-2-0059,FAM-X-000480,2025-03-15
ORD-0001693,ACC-000480,Central City,Pine Street 10,Building 59,Unit 3,PC-2-0059,FAM-X-000480,2025-06-14
ORD-0001694,ACC-000480,Central City,Pine Street 10,Building 59,Unit 3,PC-2-0059,FAM-X-000480,2025-02-01
ORD-0001695,ACC-000481,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۴,PC 2 0059,FAM-X-000481,2025-11-12
ORD-0001696,ACC-000481,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۴,PC 2 0059,FAM-X-000481,2025-02-15
ORD-0001697,ACC-000481,CENTRAL CITY,Pine St. 10,Bldg-59,Apt ۴,PC 2 0059,FAM-X-000481,2025-10-26
