account_id,city_norm,street_norm,building_norm,unit_norm,postcode_norm,family_token_norm,observed_orders,exact_address_key
ACC-000276,north city,oak street 6,34,3,pc10034,fam x 000276,3,north city|oak street 6|34|3|pc10034
ACC-000277,north city,oak street 6,34,4,pc10034,fam 00136,2,north city|oak street 6|34|4|pc10034
ACC-000278,north city,oak street 6,34,4,pc10034,fam 00136,5,north city|oak street 6|34|4|pc10034
ACC-000279,north city,oak street 6,34,4,pc10034,fam 00136,2,north city|oak street 6|34|4|pc10034
ACC-000280,central city,pine s 6,35,1,,fam x 000280,5,central city|pine s 6|35|1|
ACC-000281,central city,pine street 6,35,1,pc20035,fam x 000281,3,central city|pine street 6|35|1|pc20035
ACC-000282,central city,pine street 6,35,2,pc20035,fam x 000282,4,central city|pine street 6|35|2|pc20035
ACC-000283,central city,pine s 6,35,2,pc20035,fam x 000283,2,central city|pine s 6|35|2|pc20035
ACC-000284,central city,pine street 6,35,3,pc20035,fam x 000284,3,central city|pine street 6|35|3|pc20035
ACC-000285,central city,pine street 6,35,4,pc20035,fam 00140,3,central city|pine street 6|35|4|pc20035
ACC-000286,central city,pine street 6,35,4,pc20035,fam x 000286,5,central city|pine street 6|35|4|pc20035
ACC-000287,south city,lm street 6,36,,pc30036,fam 00141,3,south city|lm street 6|36||pc30036
ACC-000288,south city,lm street 6,36,2,,fam 00141,3,south city|lm street 6|36|2|
ACC-000289,south city,elm street 6,36,1,pc30036,fam x 000289,5,south city|elm street 6|36|1|pc30036
ACC-000290,south city,elm street 6,36,2,pc30036,fam x 000290,4,south city|elm street 6|36|2|pc30036
ACC-000291,south city,lm street 6,36,,pc30036,fam x 000291,3,south city|lm street 6|36||pc30036
ACC-000292,south city,elm street 6,36,2,pc30036,fam x 000292,2,south city|elm street 6|36|2|pc30036
ACC-000293,south city,elm street 6,36,2,pc30036,fam x 000293,4,south city|elm street 6|36|2|pc30036
ACC-000294,south city,elm t 6,36,2,,fam x 000294,2,south city|elm t 6|36|2|
ACC-000295,south city,elm street 6,36,2,pc30036,fam x 000295,2,south city|elm street 6|36|2|pc30036
ACC-000296,south city,elm street 6,36,3,pc30036,fam x 000296,2,south city|elm street 6|36|3|pc30036
ACC-000297,south city,lm street 6,36,4,pc30036,fam 00144,4,south city|lm street 6|36|4|pc30036
ACC-000298,south city,lm street 6,36,4,,fam x 000298,4,south city|lm street 6|36|4|
ACC-000299,north city,cedar street 7,37,1,pc10037,fam x 000299,2,north city|cedar street 7|37|1|pc10037
ACC-000300,north city,edar street 7,37,1,,fam x 000300,2,north city|edar street 7|37|1|
ACC-000301,north city,cedar street 7,37,2,pc10037,fam x 000301,4,north city|cedar street 7|37|2|pc10037
ACC-000302,north city,cedar street 7,37,3,pc10037,fam x 000302,5,north city|cedar street 7|37|3|pc10037
ACC-000303,north city,cedar t 7,37,3,,fam x 000303,3,north city|cedar t 7|37|3|
ACC-000304,north city,cedar street 7,37,3,pc10037,fam x 000304,4,north city|cedar street 7|37|3|pc10037
ACC-000305,north city,cear street 7,37,3,,fam x 000305,5,north city|cear street 7|37|3|
ACC-000306,north city,edar street 7,37,4,pc10037,fam x 000306,4,north city|edar street 7|37|4|pc10037
ACC-000307,central city,mapl street 7,38,,pc20038,fam 00149,3,central city|mapl street 7|38||pc20038
ACC-000308,central city,male street 7,38,1,,fam 00149,2,central city|male street 7|38|1|
ACC-000309,central city,maple street 7,38,2,pc20038,fam x 000309,4,central city|maple street 7|38|2|pc20038
ACC-000310,central city,maple street 7,38,2,pc20038,fam x 000310,4,central city|maple street 7|38|2|pc20038
ACC-000311,central city,maple street 7,38,3,pc20038,fam x 000311,3,central city|maple street 7|38|3|pc20038
ACC-000312,central city,maple street 7,38,3,pc20038,fam x 000312,4,central city|maple street 7|38|3|pc20038
ACC-000313,central city,maple street 7,38,3,pc20038,fam 00151,3,central city|maple street 7|38|3|pc20038
ACC-000314,central city,maple street 7,38,3,pc20038,fam 00151,3,central city|maple street 7|38|3|pc20038
ACC-000315,central city,maple street 7,38,4,pc20038,fam x 000315,2,central city|maple street 7|38|4|pc20038
ACC-000316,central city,maple street 7,38,4,pc20038,fam x 000316,3,central city|maple street 7|38|4|pc20038
ACC-000317,south city,willow street 7,39,1,pc30039,fam 00153,5,south city|willow street 7|39|1|pc30039
ACC-000318,south city,willow street 7,39,1,pc30039,fam 00153,5,south city|willow street 7|39|1|pc30039
ACC-000319,south city,willow street 7,39,1,pc30039,fam x 000319,2,south city|willow street 7|39|1|pc30039
ACC-000320,south city,illow street 7,39,2,,fam x 000320,5,south city|illow street 7|39|2|
ACC-000321,south city,willow street 7,39,3,pc30039,fam 00155,4,south city|willow street 7|39|3|pc30039
ACC-000322,south city,willow street 7,39,3,pc30039,fam 00155,5,south city|willow street 7|39|3|pc30039
ACC-000323,south city,willow street 7,39,3,pc30039,fam x 000323,5,south city|willow street 7|39|3|pc30039
ACC-000324,south city,willow street 7,39,4,pc30039,fam x 000324,4,south city|willow street 7|39|4|pc30039
ACC-000325,north city,oak street 7,40,1,pc10040,fam x 000325,4,north city|oak street 7|40|1|pc10040
ACC-000326,north city,oak street 7,40,2,pc10040,fam 00158,4,north city|oak street 7|40|2|pc10040
ACC-000327,north city,oak street 7,40,2,pc10040,fam 00158,3,north city|oak street 7|40|2|pc10040
ACC-000328,north city,oa street 7,40,3,pc10040,fam 00159,4,north city|oa street 7|40|3|pc10040
ACC-000329,north city,oak street 7,40,3,pc10040,fam 00159,5,north city|oak street 7|40|3|pc10040
ACC-000330,north city,oak street 7,40,3,pc10040,fam 00159,2,north city|oak street 7|40|3|pc10040
ACC-000331,north city,oa street 7,40,4,,fam 00160,2,north city|oa street 7|40|4|
ACC-000332,north city,oak street 7,40,4,pc10040,fam 00160,4,north city|oak street 7|40|4|pc10040
ACC-000333,central city,pin street 7,41,,,fam x 000333,2,central city|pin street 7|41||
ACC-000334,central city,pine street 7,41,2,pc20041,fam x 000334,4,central city|pine street 7|41|2|pc20041
ACC-000335,central city,pine t 7,41,3,,fam x 000335,2,central city|pine t 7|41|3|
ACC-000336,central city,pine street 7,41,3,pc20041,fam x 000336,4,central city|pine street 7|41|3|pc20041
ACC-000337,central city,pine s 7,41,4,,fam 00164,4,central city|pine s 7|41|4|
ACC-000338,central city,pie street 7,41,4,pc20041,fam 00164,5,central city|pie street 7|41|4|pc20041
ACC-000339,south city,elm street 7,42,1,pc30042,fam 00165,4,south city|elm street 7|42|1|pc30042
ACC-000340,south city,elm street 7,42,1,pc30042,fam 00165,3,south city|elm street 7|42|1|pc30042
ACC-000341,south city,elm street 7,42,2,pc30042,fam x 000341,3,south city|elm street 7|42|2|pc30042
ACC-000342,south city,elm street 7,42,3,pc30042,fam x 000342,2,south city|elm street 7|42|3|pc30042
ACC-000343,south city,elm street 7,42,4,pc30042,fam x 000343,2,south city|elm street 7|42|4|pc30042
ACC-000344,north city,ceda street 8,43,,,fam x 000344,2,north city|ceda street 8|43||
ACC-000345,north city,cedr street 8,43,2,,fam x 000345,4,north city|cedr street 8|43|2|
ACC-000346,north city,cedar street 8,43,3,pc10043,fam x 000346,4,north city|cedar street 8|43|3|pc10043
ACC-000347,north city,cedar street 8,43,4,pc10043,fam x 000347,4,north city|cedar street 8|43|4|pc10043
ACC-000348,north city,cedar street 8,43,4,pc10043,fam x 000348,3,north city|cedar street 8|43|4|pc10043
ACC-000349,central city,maple street 8,44,1,pc20044,fam 00173,3,central city|maple street 8|44|1|pc20044
ACC-000350,central city,maple t 8,44,1,,fam 00173,4,central city|maple t 8|44|1|
ACC-000351,central city,maple street 8,44,1,pc20044,fam 00173,2,central city|maple street 8|44|1|pc20044
ACC-000352,central city,mape street 8,44,2,pc20044,fam x 000352,2,central city|mape street 8|44|2|pc20044
ACC-000353,central city,maple street 8,44,3,pc20044,fam x 000353,5,central city|maple street 8|44|3|pc20044
ACC-000354,central city,maple t 8,44,3,pc20044,fam x 000354,2,central city|maple t 8|44|3|pc20044
ACC-000355,central city,maple street 8,44,3,pc20044,fam x 000355,3,central city|maple street 8|44|3|pc20044
ACC-000356,central city,maple street 8,44,3,pc20044,fam x 000356,4,central city|maple street 8|44|3|pc20044
ACC-000357,central city,maple street 8,44,4,pc20044,fam 00176,4,central city|maple street 8|44|4|pc20044
ACC-000358,central city,maple street 8,44,4,pc20044,fam 00176,3,central city|maple street 8|44|4|pc20044
ACC-000359,central city,aple street 8,44,4,pc20044,fam 00176,2,central city|aple street 8|44|4|pc20044
ACC-000360,south city,willow street 8,45,1,pc30045,fam x 000360,3,south city|willow street 8|45|1|pc30045
ACC-000361,south city,willow street 8,45,2,pc30045,fam x 000361,3,south city|willow street 8|45|2|pc30045
ACC-000362,south city,willow street 8,45,2,pc30045,fam x 000362,3,south city|willow street 8|45|2|pc30045
ACC-000363,south city,willow street 8,45,3,pc30045,fam x 000363,4,south city|willow street 8|45|3|pc30045
ACC-000364,south city,wilow street 8,45,3,,fam x 000364,4,south city|wilow street 8|45|3|
ACC-000365,south city,willow street 8,45,3,pc30045,fam 00179,2,south city|willow street 8|45|3|pc30045
ACC-000366,south city,willow street 8,45,4,pc30045,fam x 000366,4,south city|willow street 8|45|4|pc30045
ACC-000367,north city,oak street 8,46,1,pc10046,fam x 000367,3,north city|oak street 8|46|1|pc10046
ACC-000368,north city,oak street 8,46,2,pc10046,fam x 000368,4,north city|oak street 8|46|2|pc10046
ACC-000369,north city,oak s 8,46,3,,fam x 000369,4,north city|oak s 8|46|3|
ACC-000370,north city,oak street 8,46,4,pc10046,fam x 000370,4,north city|oak street 8|46|4|pc10046
ACC-000371,central city,pine street 8,47,1,pc20047,fam x 000371,5,central city|pine street 8|47|1|pc20047
ACC-000372,central city,pine t 8,47,,,fam x 000372,5,central city|pine t 8|47||
ACC-000373,central city,ine street 8,47,,pc20047,fam x 000373,3,central city|ine street 8|47||pc20047
ACC-000374,central city,pine street 8,47,3,pc20047,fam x 000374,3,central city|pine street 8|47|3|pc20047
ACC-000375,central city,ine street 8,47,4,,fam x 000375,2,central city|ine street 8|47|4|
ACC-000376,central city,pie street 8,47,3,pc20047,fam x 000376,5,central city|pie street 8|47|3|pc20047
ACC-000377,central city,pine street 8,47,3,pc20047,fam x 000377,2,central city|pine street 8|47|3|pc20047
ACC-000378,central city,pine street 8,47,3,pc20047,fam x 000378,5,central city|pine street 8|47|3|pc20047
ACC-000379,central city,pine street 8,47,3,pc20047,fam x 000379,2,central city|pine street 8|47|3|pc20047
ACC-000380,central city,pine street 8,47,4,pc20047,fam x 000380,4,central city|pine street 8|47|4|pc20047
ACC-000381,south city,elm street 8,48,1,pc30048,fam x 000381,4,south city|elm street 8|48|1|pc30048
ACC-000382,south city,em street 8,48,2,pc30048,fam 00190,2,south city|em street 8|48|2|pc30048
ACC-000383,south city,elm street 8,48,2,pc30048,fam 00190,5,south city|elm street 8|48|2|pc30048
ACC-000384,south city,elm street 8,48,3,pc30048,fam x 000384,2,south city|elm street 8|48|3|pc30048
ACC-000385,south city,elm t 8,48,4,,fam x 000385,2,south city|elm t 8|48|4|
ACC-000386,south city,elm street 8,48,3,pc30048,fam x 000386,4,south city|elm street 8|48|3|pc30048
ACC-000387,south city,elm street 8,48,4,pc30048,fam 00192,5,south city|elm street 8|48|4|pc30048
ACC-000388,south city,elm street 8,48,4,pc30048,fam 00192,5,south city|elm street 8|48|4|pc30048
ACC-000389,south city,elm street 8,48,4,pc30048,fam 00192,4,south city|elm street 8|48|4|pc30048
ACC-000390,south city,elm t 8,48,4,,fam 00192,5,south city|elm t 8|48|4|
ACC-000391,north city,cedar street 9,49,1,pc10049,fam x 000391,2,north city|cedar street 9|49|1|pc10049
ACC-000392,north city,cedar street 9,49,1,pc10049,fam x 000392,5,north city|cedar street 9|49|1|pc10049
ACC-000393,north city,cedar street 9,49,1,pc10049,fam x 000393,5,north city|cedar street 9|49|1|pc10049
ACC-000394,north city,cedar street 9,49,2,pc10049,fam x 000394,2,north city|cedar street 9|49|2|pc10049
ACC-000395,north city,cedar street 9,49,2,pc10049,fam x 000395,5,north city|cedar street 9|49|2|pc10049
ACC-000396,north city,cedar street 9,49,2,pc10049,fam x 000396,3,north city|cedar street 9|49|2|pc10049
ACC-000397,north city,cedar s 9,49,4,,fam x 000397,5,north city|cedar s 9|49|4|
ACC-000398,north city,cedar street 9,49,4,pc10049,fam x 000398,3,north city|cedar street 9|49|4|pc10049
ACC-000399,central city,male street 9,50,2,pc20050,fam 00197,3,central city|male street 9|50|2|pc20050
ACC-000400,central city,maple street 9,50,1,pc20050,fam 00197,4,central city|maple street 9|50|1|pc20050
ACC-000401,central city,mapl street 9,50,,,fam x 000401,3,central city|mapl street 9|50||
ACC-000402,central city,maple street 9,50,3,pc20050,fam x 000402,4,central city|maple street 9|50|3|pc20050
ACC-000403,central city,maple street 9,50,3,pc20050,fam x 000403,4,central city|maple street 9|50|3|pc20050
ACC-000404,central city,maple street 9,50,4,pc20050,fam x 000404,2,central city|maple street 9|50|4|pc20050
ACC-000405,south city,willow street 9,51,1,pc30051,fam x 000405,4,south city|willow street 9|51|1|pc30051
ACC-000406,south city,willow street 9,51,1,pc30051,fam x 000406,5,south city|willow street 9|51|1|pc30051
ACC-000407,south city,willow street 9,51,2,pc30051,fam 00202,4,south city|willow street 9|51|2|pc30051
ACC-000408,south city,willow street 9,51,2,pc30051,fam 00202,5,south city|willow street 9|51|2|pc30051
ACC-000409,south city,willow street 9,51,2,pc30051,fam 00202,4,south city|willow street 9|51|2|pc30051
ACC-000410,south city,willow street 9,51,2,pc30051,fam x 000410,3,south city|willow street 9|51|2|pc30051
ACC-000411,south city,willow street 9,51,3,pc30051,fam x 000411,3,south city|willow street 9|51|3|pc30051
ACC-000412,south city,willow street 9,51,4,pc30051,fam x 000412,4,south city|willow street 9|51|4|pc30051
ACC-000413,north city,oak street 9,52,1,pc10052,fam 00205,3,north city|oak street 9|52|1|pc10052
ACC-000414,north city,oak street 9,52,1,pc10052,fam x 000414,3,north city|oak street 9|52|1|pc10052
ACC-000415,north city,oak street 9,52,2,pc10052,fam 00206,5,north city|oak street 9|52|2|pc10052
ACC-000416,north city,oak street 9,52,2,pc10052,fam 00206,2,north city|oak street 9|52|2|pc10052
ACC-000417,north city,oak street 9,52,2,pc10052,fam 00206,5,north city|oak street 9|52|2|pc10052
ACC-000418,north city,ak street 9,52,,,fam x 000418,4,north city|ak street 9|52||
ACC-000419,north city,oak street 9,52,3,pc10052,fam x 000419,2,north city|oak street 9|52|3|pc10052
ACC-000420,north city,oak street 9,52,3,pc10052,fam x 000420,3,north city|oak street 9|52|3|pc10052
ACC-000421,north city,oak street 9,52,4,pc10052,fam x 000421,2,north city|oak street 9|52|4|pc10052
ACC-000422,north city,oa street 9,52,4,,fam x 000422,4,north city|oa street 9|52|4|
ACC-000423,north city,oak street 9,52,4,pc10052,fam x 000423,4,north city|oak street 9|52|4|pc10052
ACC-000424,north city,oak t 9,52,4,,fam x 000424,2,north city|oak t 9|52|4|
ACC-000425,central city,pine street 9,53,1,pc20053,fam x 000425,3,central city|pine street 9|53|1|pc20053
ACC-000426,central city,pine street 9,53,2,pc20053,fam x 000426,4,central city|pine street 9|53|2|pc20053
ACC-000427,central city,pine street 9,53,2,pc20053,fam x 000427,2,central city|pine street 9|53|2|pc20053
ACC-000428,central city,pine street 9,53,2,pc20053,fam x 000428,2,central city|pine street 9|53|2|pc20053
ACC-000429,central city,pine s 9,53,,,fam x 000429,2,central city|pine s 9|53||
ACC-000430,central city,ine street 9,53,4,,fam x 000430,2,central city|ine street 9|53|4|
ACC-000431,central city,pine t 9,53,,pc20053,fam x 000431,3,central city|pine t 9|53||pc20053
ACC-000432,central city,pine street 9,53,4,pc20053,fam 00212,4,central city|pine street 9|53|4|pc20053
ACC-000433,south city,elm street 9,54,1,pc30054,fam x 000433,2,south city|elm street 9|54|1|pc30054
ACC-000434,south city,elm street 9,54,2,pc30054,fam 00214,5,south city|elm street 9|54|2|pc30054
ACC-000435,south city,elm street 9,54,2,pc30054,fam 00214,4,south city|elm street 9|54|2|pc30054
ACC-000436,south city,el street 9,54,,,fam 00214,5,south city|el street 9|54||
ACC-000437,south city,elm street 9,54,3,pc30054,fam x 000437,4,south city|elm street 9|54|3|pc30054
ACC-000438,south city,elm street 9,54,4,pc30054,fam 00216,5,south city|elm street 9|54|4|pc30054
ACC-000439,south city,elm street 9,54,4,pc30054,fam 00216,3,south city|elm street 9|54|4|pc30054
ACC-000440,north city,cedar street 10,55,1,pc10055,fam x 000440,4,north city|cedar street 10|55|1|pc10055
ACC-000441,north city,cedar street 10,55,2,pc10055,fam x 000441,5,north city|cedar street 10|55|2|pc10055
ACC-000442,north city,cedar street 10,55,2,pc10055,fam x 000442,4,north city|cedar street 10|55|2|pc10055
ACC-000443,north city,cedar street 10,55,2,pc10055,fam x 000443,2,north city|cedar street 10|55|2|pc10055
ACC-000444,north city,cedar street 10,55,2,pc10055,fam x 000444,3,north city|cedar street 10|55|2|pc10055
ACC-000445,north city,cedar street 10,55,2,pc10055,fam x 000445,4,north city|cedar street 10|55|2|pc10055
ACC-000446,north city,cdar street 10,55,2,,fam x 000446,2,north city|cdar street 10|55|2|
ACC-000447,north city,cedar s 10,55,3,,fam x 000447,5,north city|cedar s 10|55|3|
ACC-000448,north city,cedar street 10,55,4,pc10055,fam x 000448,2,north city|cedar street 10|55|4|pc10055
ACC-000449,central city,maple street 10,56,1,pc20056,fam 00221,5,central city|maple street 10|56|1|pc20056
ACC-000450,central city,maple street 10,56,1,pc20056,fam 00221,5,central city|maple street 10|56|1|pc20056
ACC-000451,central city,maple street 10,56,1,pc20056,fam 00221,3,central city|maple street 10|56|1|pc20056
ACC-000452,central city,mple street 10,56,1,,fam 00221,4,central city|mple street 10|56|1|
ACC-000453,central city,maple street 10,56,2,pc20056,fam x 000453,3,central city|maple street 10|56|2|pc20056
ACC-000454,central city,maple street 10,56,3,pc20056,fam x 000454,5,central city|maple street 10|56|3|pc20056
ACC-000455,central city,maple s 10,56,4,,fam 00224,4,central city|maple s 10|56|4|
ACC-000456,central city,male street 10,56,4,,fam 00224,2,central city|male street 10|56|4|
ACC-000457,central city,maple s 10,56,4,,fam 00224,4,central city|maple s 10|56|4|
ACC-000458,south city,willow street 10,57,1,pc30057,fam 00225,3,south city|willow street 10|57|1|pc30057
ACC-000459,south city,willow s 10,57,1,,fam 00225,2,south city|willow s 10|57|1|
ACC-000460,south city,willow street 10,57,2,pc30057,fam x 000460,5,south city|willow street 10|57|2|pc30057
ACC-000461,south city,willow street 10,57,3,pc30057,fam x 000461,5,south city|willow street 10|57|3|pc30057
ACC-000462,south city,willow street 10,57,3,pc30057,fam 00227,4,south city|willow street 10|57|3|pc30057
ACC-000463,south city,willo street 10,57,3,,fam 00227,4,south city|willo street 10|57|3|
ACC-000464,south city,willow street 10,57,3,pc30057,fam 00227,4,south city|willow street 10|57|3|pc30057
ACC-000465,south city,willow street 10,57,4,pc30057,fam x 000465,3,south city|willow street 10|57|4|pc30057
ACC-000466,north city,oak street 10,58,1,pc10058,fam x 000466,5,north city|oak street 10|58|1|pc10058
ACC-000467,north city,oak street 10,58,2,pc10058,fam x 000467,3,north city|oak street 10|58|2|pc10058
ACC-000468,north city,oa street 10,58,3,,fam x 000468,4,north city|oa street 10|58|3|
ACC-000469,north city,ak street 10,58,3,,fam x 000469,5,north city|ak street 10|58|3|
ACC-000470,north city,oak street 10,58,3,pc10058,fam x 000470,4,north city|oak street 10|58|3|pc10058
ACC-000471,north city,oak street 10,58,3,pc10058,fam x 000471,5,north city|oak street 10|58|3|pc10058
ACC-000472,north city,oak street 10,58,4,pc10058,fam x 000472,4,north city|oak street 10|58|4|pc10058
ACC-000473,central city,pine street 10,59,1,pc20059,fam 00233,4,central city|pine street 10|59|1|pc20059
ACC-000474,central city,pine street 10,59,1,pc20059,fam 00233,4,central city|pine street 10|59|1|pc20059
ACC-000475,central city,pine street 10,59,1,pc20059,fam 00233,4,central city|pine street 10|59|1|pc20059
ACC-000476,central city,pine street 10,59,1,pc20059,fam x 000476,3,central city|pine street 10|59|1|pc20059
ACC-000477,central city,pine street 10,59,2,pc20059,fam x 000477,2,central city|pine street 10|59|2|pc20059
ACC-000478,central city,pine t 10,59,,pc20059,fam x 000478,3,central city|pine t 10|59||pc20059
ACC-000479,central city,pine street 10,59,2,pc20059,fam x 000479,4,central city|pine street 10|59|2|pc20059
ACC-000480,central city,pine street 10,59,3,pc20059,fam x 000480,3,central city|pine street 10|59|3|pc20059
ACC-000481,central city,pine street 10,59,4,pc20059,fam x 000481,3,central city|pine street 10|59|4|pc20059
ACC-000482,central city,pne street 10,59,,,fam x 000482,5,central city|pne street 10|59||
ACC-000483,central city,pine street 10,59,4,pc20059,fam x 000483,4,central city|pine street 10|59|4|pc20059
ACC-000484,south city,elm street 10,60,1,pc30060,fam x 000484,2,south city|elm street 10|60|1|pc30060
ACC-000485,south city,el street 10,60,2,pc30060,fam 00238,3,south city|el street 10|60|2|pc30060
ACC-000486,south city,lm street 10,60,2,pc30060,fam x 000486,5,south city|lm street 10|60|2|pc30060
ACC-000487,south city,elm street 10,60,3,pc30060,fam 00239,2,south city|elm street 10|60|3|pc30060
ACC-000488,south city,elm street 10,60,3,pc30060,fam 00239,2,south city|elm street 10|60|3|pc30060
ACC-000489,south city,elm street 10,60,4,pc30060,fam 00240,4,south city|elm street 10|60|4|pc30060
ACC-000490,south city,elm street 10,60,4,pc30060,fam 00240,2,south city|elm street 10|60|4|pc30060
ACC-000491,north city,cedar s 11,61,1,pc10061,fam x 000491,5,north city|cedar s 11|61|1|pc10061
ACC-000492,north city,cedar street 11,61,1,pc10061,fam 00241,5,north city|cedar street 11|61|1|pc10061
ACC-000493,north city,cedar street 11,61,1,pc10061,fam 00241,4,north city|cedar street 11|61|1|pc10061
ACC-000494,north city,cedar street 11,61,1,pc10061,fam 00241,2,north city|cedar street 11|61|1|pc10061
ACC-000495,north city,cedar street 11,61,2,pc10061,fam 00242,5,north city|cedar street 11|61|2|pc10061
ACC-000496,north city,cedar street 11,61,2,pc10061,fam 00242,3,north city|cedar street 11|61|2|pc10061
ACC-000497,north city,cedr street 11,61,2,,fam 00242,4,north city|cedr street 11|61|2|
ACC-000498,north city,cedar street 11,61,2,pc10061,fam 00242,4,north city|cedar street 11|61|2|pc10061
ACC-000499,north city,cedar street 11,61,3,pc10061,fam x 000499,2,north city|cedar street 11|61|3|pc10061
ACC-000500,north city,cear street 11,61,,pc10061,fam x 000500,4,north city|cear street 11|61||pc10061
ACC-000501,north city,cedar street 11,61,4,pc10061,fam x 000501,5,north city|cedar street 11|61|4|pc10061
ACC-000502,north city,cedar street 11,61,4,pc10061,fam x 000502,5,north city|cedar street 11|61|4|pc10061
ACC-000503,north city,cedar street 11,61,4,pc10061,fam x 000503,2,north city|cedar street 11|61|4|pc10061
ACC-000504,central city,maple street 11,62,1,pc20062,fam x 000504,3,central city|maple street 11|62|1|pc20062
ACC-000505,central city,male street 11,62,2,pc20062,fam x 000505,4,central city|male street 11|62|2|pc20062
ACC-000506,central city,maple street 11,62,1,pc20062,fam x 000506,5,central city|maple street 11|62|1|pc20062
ACC-000507,central city,maple street 11,62,1,pc20062,fam x 000507,3,central city|maple street 11|62|1|pc20062
ACC-000508,central city,maple street 11,62,1,pc20062,fam x 000508,2,central city|maple street 11|62|1|pc20062
ACC-000509,central city,maple street 11,62,1,pc20062,fam x 000509,5,central city|maple street 11|62|1|pc20062
ACC-000510,central city,maple street 11,62,2,pc20062,fam x 000510,3,central city|maple street 11|62|2|pc20062
ACC-000511,central city,maple street 11,62,3,pc20062,fam x 000511,4,central city|maple street 11|62|3|pc20062
ACC-000512,central city,maple street 11,62,3,pc20062,fam 00247,2,central city|maple street 11|62|3|pc20062
ACC-000513,central city,maple street 11,62,3,pc20062,fam 00247,2,central city|maple street 11|62|3|pc20062
ACC-000514,central city,maple street 11,62,4,pc20062,fam x 000514,4,central city|maple street 11|62|4|pc20062
ACC-000515,central city,maple street 11,62,4,pc20062,fam x 000515,5,central city|maple street 11|62|4|pc20062
ACC-000516,central city,mapl street 11,62,,,fam x 000516,2,central city|mapl street 11|62||
ACC-000517,south city,willow s 11,63,1,,fam x 000517,3,south city|willow s 11|63|1|
ACC-000518,south city,willow street 11,63,1,pc30063,fam x 000518,2,south city|willow street 11|63|1|pc30063
ACC-000519,south city,willow street 11,63,2,pc30063,fam 00250,3,south city|willow street 11|63|2|pc30063
ACC-000520,south city,willow street 11,63,2,pc30063,fam 00250,2,south city|willow street 11|63|2|pc30063
ACC-000521,south city,willow street 11,63,3,pc30063,fam x 000521,4,south city|willow street 11|63|3|pc30063
ACC-000522,south city,willow street 11,63,3,pc30063,fam x 000522,5,south city|willow street 11|63|3|pc30063
ACC-000523,south city,willow street 11,63,4,pc30063,fam 00252,5,south city|willow street 11|63|4|pc30063
ACC-000524,south city,willow street 11,63,4,pc30063,fam 00252,3,south city|willow street 11|63|4|pc30063
ACC-000525,north city,oak street 11,64,1,pc10064,fam x 000525,2,north city|oak street 11|64|1|pc10064
ACC-000526,north city,oak street 11,64,2,pc10064,fam x 000526,2,north city|oak street 11|64|2|pc10064
ACC-000527,north city,oak street 11,64,3,pc10064,fam x 000527,4,north city|oak street 11|64|3|pc10064
ACC-000528,north city,oak t 11,64,5,,fam x 000528,4,north city|oak t 11|64|5|
ACC-000529,north city,oak street 11,64,4,pc10064,fam 00256,5,north city|oak street 11|64|4|pc10064
ACC-000530,central city,pie street 11,65,1,,fam 00257,4,central city|pie street 11|65|1|
ACC-000531,central city,pin street 11,65,1,,fam 00257,3,central city|pin street 11|65|1|
ACC-000532,central city,pine street 11,65,2,pc20065,fam x 000532,2,central city|pine street 11|65|2|pc20065
ACC-000533,central city,pine street 11,65,3,pc20065,fam x 000533,3,central city|pine street 11|65|3|pc20065
ACC-000534,central city,pine street 11,65,4,pc20065,fam x 000534,5,central city|pine street 11|65|4|pc20065
ACC-000535,central city,pine street 11,65,4,pc20065,fam x 000535,4,central city|pine street 11|65|4|pc20065
ACC-000536,central city,pine street 11,65,4,pc20065,fam x 000536,2,central city|pine street 11|65|4|pc20065
ACC-000537,south city,elm street 11,66,1,pc30066,fam x 000537,3,south city|elm street 11|66|1|pc30066
ACC-000538,south city,elm street 11,66,2,pc30066,fam 00262,5,south city|elm street 11|66|2|pc30066
ACC-000539,south city,elm street 11,66,2,pc30066,fam 00262,4,south city|elm street 11|66|2|pc30066
ACC-000540,south city,elm street 11,66,3,pc30066,fam 00263,2,south city|elm street 11|66|3|pc30066
ACC-000541,south city,elm t 11,66,,,fam x 000541,2,south city|elm t 11|66||
ACC-000542,south city,elm street 11,66,4,pc30066,fam x 000542,3,south city|elm street 11|66|4|pc30066
ACC-000543,south city,elm street 11,66,4,pc30066,fam x 000543,4,south city|elm street 11|66|4|pc30066
ACC-000544,north city,cedar s 12,67,1,,fam x 000544,3,north city|cedar s 12|67|1|
ACC-000545,north city,cedar street 12,67,2,pc10067,fam 00266,4,north city|cedar street 12|67|2|pc10067
ACC-000546,north city,cedar street 12,67,2,pc10067,fam 00266,3,north city|cedar street 12|67|2|pc10067
ACC-000547,north city,cedar street 12,67,2,pc10067,fam x 000547,2,north city|cedar street 12|67|2|pc10067
ACC-000548,north city,cedar street 12,67,2,pc10067,fam 00266,4,north city|cedar street 12|67|2|pc10067
ACC-000549,north city,cedar street 12,67,3,pc10067,fam 00267,4,north city|cedar street 12|67|3|pc10067
ACC-000550,north city,cedar t 12,67,3,,fam 00267,3,north city|cedar t 12|67|3|
ACC-000551,north city,cedar street 12,67,4,pc10067,fam x 000551,2,north city|cedar street 12|67|4|pc10067
ACC-000552,north city,cedar street 12,67,4,pc10067,fam x 000552,4,north city|cedar street 12|67|4|pc10067
