predicted_group_id,members,signal_type,dominant_family_token_share,minimum_link_score,mean_link_score,review_required
PRED-00411,1,singleton,1.0,0.0,0.0,True
PRED-00412,1,singleton,1.0,0.0,0.0,True
PRED-00413,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00414,1,singleton,1.0,0.0,0.0,True
PRED-00415,2,shared_household_signal,1.0,0.9785714285714285,0.9785714285714285,True
PRED-00416,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00417,1,singleton,1.0,0.0,0.0,True
PRED-00418,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00419,1,singleton,1.0,0.0,0.0,True
PRED-00420,1,singleton,1.0,0.0,0.0,True
PRED-00421,2,shared_household_signal,1.0,0.9347826086956521,0.9347826086956521,True
PRED-00422,1,singleton,1.0,0.0,0.0,True
PRED-00423,1,singleton,1.0,0.0,0.0,True
PRED-00424,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00425,1,singleton,1.0,0.0,0.0,True
PRED-00426,1,singleton,1.0,0.0,0.0,True
PRED-00427,4,shared_residence_signal,0.25,0.9652173913043478,0.9726086956521741,True
PRED-00428,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00429,1,singleton,1.0,0.0,0.0,True
PRED-00430,1,singleton,1.0,0.0,0.0,True
PRED-00431,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00432,2,shared_residence_signal,0.5,0.9147826086956522,0.9147826086956522,True
PRED-00433,1,singleton,1.0,0.0,0.0,True
PRED-00434,1,singleton,1.0,0.0,0.0,True
PRED-00435,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00436,2,shared_residence_signal,0.5,0.9652173913043478,0.9652173913043478,True
PRED-00437,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00438,6,shared_location_review,0.16666666666666666,0.9800000000000001,0.9800000000000002,True
PRED-00439,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00440,1,singleton,1.0,0.0,0.0,True
PRED-00441,3,shared_residence_signal,0.3333333333333333,0.9696551724137931,0.9731034482758621,True
PRED-00442,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00443,1,singleton,1.0,0.0,0.0,True
PRED-00444,2,shared_residence_signal,0.5,0.9549689440993787,0.9549689440993787,True
PRED-00445,1,singleton,1.0,0.0,0.0,True
PRED-00446,1,singleton,1.0,0.0,0.0,True
PRED-00447,1,singleton,1.0,0.0,0.0,True
PRED-00448,1,singleton,1.0,0.0,0.0,True
PRED-00449,3,shared_residence_signal,0.3333333333333333,0.9178743961352657,0.9385829307568438,True
PRED-00450,1,singleton,1.0,0.0,0.0,True
PRED-00451,1,singleton,1.0,0.0,0.0,True
PRED-00452,1,singleton,1.0,0.0,0.0,True
PRED-00453,1,singleton,1.0,0.0,0.0,True
PRED-00454,1,singleton,1.0,0.0,0.0,True
PRED-00455,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00456,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00457,1,singleton,1.0,0.0,0.0,True
PRED-00458,1,singleton,1.0,0.0,0.0,True
PRED-00459,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00460,1,singleton,1.0,0.0,0.0,True
PRED-00461,1,singleton,1.0,0.0,0.0,True
PRED-00462,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00463,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00464,4,shared_household_signal,0.75,0.9670164917541227,0.9786317555507958,True
PRED-00465,1,singleton,1.0,0.0,0.0,True
PRED-00466,1,singleton,1.0,0.0,0.0,True
PRED-00467,1,singleton,1.0,0.0,0.0,True
PRED-00468,1,singleton,1.0,0.0,0.0,True
PRED-00469,1,singleton,1.0,0.0,0.0,True
PRED-00470,1,singleton,1.0,0.0,0.0,True
PRED-00471,1,singleton,1.0,0.0,0.0,True
PRED-00472,1,singleton,1.0,0.0,0.0,True
PRED-00473,1,singleton,1.0,0.0,0.0,True
PRED-00474,1,singleton,1.0,0.0,0.0,True
PRED-00475,1,singleton,1.0,0.0,0.0,True
PRED-00476,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00477,1,singleton,1.0,0.0,0.0,True
PRED-00478,1,singleton,1.0,0.0,0.0,True
PRED-00479,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00480,1,singleton,1.0,0.0,0.0,True
PRED-00481,2,shared_residence_signal,0.5,0.9073724007561436,0.9073724007561436,True
PRED-00482,2,shared_residence_signal,0.5,0.9661835748792268,0.9661835748792268,True
PRED-00483,1,singleton,1.0,0.0,0.0,True
PRED-00484,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00485,1,singleton,1.0,0.0,0.0,True
PRED-00486,1,singleton,1.0,0.0,0.0,True
PRED-00487,1,singleton,1.0,0.0,0.0,True
PRED-00488,1,singleton,1.0,0.0,0.0,True
PRED-00489,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00490,1,singleton,1.0,0.0,0.0,True
PRED-00491,1,singleton,1.0,0.0,0.0,True
PRED-00492,4,shared_household_signal,1.0,0.9896551724137931,0.9948275862068966,True
PRED-00493,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00494,1,singleton,1.0,0.0,0.0,True
PRED-00495,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00496,1,singleton,1.0,0.0,0.0,True
PRED-00497,1,singleton,1.0,0.0,0.0,True
PRED-00498,1,singleton,1.0,0.0,0.0,True
PRED-00499,1,singleton,1.0,0.0,0.0,True
PRED-00500,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00501,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00502,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00503,3,shared_residence_signal,0.3333333333333333,0.9652173913043478,0.9695652173913043,True
PRED-00504,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00505,1,singleton,1.0,0.0,0.0,True
PRED-00506,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00507,1,singleton,1.0,0.0,0.0,True
PRED-00508,1,singleton,1.0,0.0,0.0,True
PRED-00509,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00510,3,shared_household_signal,0.6666666666666666,0.9680000000000001,0.9786666666666667,True
PRED-00511,1,singleton,1.0,0.0,0.0,True
PRED-00512,4,shared_household_signal,0.75,0.9670164917541227,0.9835082458770614,True
PRED-00513,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00514,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00515,1,singleton,1.0,0.0,0.0,True
PRED-00516,3,shared_residence_signal,0.3333333333333333,0.9670164917541227,0.9713443278360819,True
PRED-00517,2,shared_residence_signal,0.5,0.9696551724137931,0.9696551724137931,True
PRED-00518,1,singleton,1.0,0.0,0.0,True
PRED-00519,3,shared_household_signal,1.0,0.9894810659186535,0.9929873772791024,True
PRED-00520,1,singleton,1.0,0.0,0.0,True
PRED-00521,6,shared_location_review,0.16666666666666666,0.9800000000000001,0.9800000000000002,True
PRED-00522,2,shared_household_signal,1.0,0.9894810659186535,0.9894810659186535,True
PRED-00523,1,singleton,1.0,0.0,0.0,True
PRED-00524,4,shared_household_signal,1.0,0.9869565217391304,0.9934782608695651,True
PRED-00525,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00526,1,singleton,1.0,0.0,0.0,True
PRED-00527,3,shared_household_signal,1.0,0.9869565217391304,0.9913043478260869,True
PRED-00528,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00529,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00530,2,shared_residence_signal,0.5,0.9073724007561436,0.9073724007561436,True
PRED-00531,1,singleton,1.0,0.0,0.0,True
PRED-00532,1,singleton,1.0,0.0,0.0,True
PRED-00533,1,singleton,1.0,0.0,0.0,True
PRED-00534,4,shared_household_signal,1.0,1.0,1.0,True
PRED-00535,1,singleton,1.0,0.0,0.0,True
PRED-00536,1,singleton,1.0,0.0,0.0,True
PRED-00537,1,singleton,1.0,0.0,0.0,True
PRED-00538,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00539,4,shared_residence_signal,0.25,0.9696551724137931,0.9748275862068966,True
PRED-00540,2,shared_residence_signal,0.5,0.9670164917541227,0.9670164917541227,True
PRED-00541,1,singleton,1.0,0.0,0.0,True
PRED-00542,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00543,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00544,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00545,1,singleton,1.0,0.0,0.0,True
PRED-00546,4,shared_residence_signal,0.25,0.9178743961352657,0.9489371980676329,True
PRED-00547,1,singleton,1.0,0.0,0.0,True
PRED-00548,2,shared_residence_signal,0.5,0.9677419354838709,0.9677419354838709,True
PRED-00549,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00550,3,shared_household_signal,0.6666666666666666,0.9652173913043478,0.9773913043478261,True
PRED-00551,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00552,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00553,3,shared_household_signal,1.0,0.9181818181818181,0.9472844385887864,True
PRED-00554,3,shared_household_signal,0.6666666666666666,0.9531772575250834,0.9699962839093272,True
PRED-00555,1,singleton,1.0,0.0,0.0,True
PRED-00556,1,singleton,1.0,0.0,0.0,True
PRED-00557,1,singleton,1.0,0.0,0.0,True
PRED-00558,1,singleton,1.0,0.0,0.0,True
PRED-00559,1,singleton,1.0,0.0,0.0,True
PRED-00560,2,shared_residence_signal,0.5,0.9680000000000001,0.9680000000000001,True
PRED-00561,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00562,1,singleton,1.0,0.0,0.0,True
PRED-00563,4,shared_household_signal,0.75,0.9670164917541227,0.9840879560219888,True
PRED-00564,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00565,1,singleton,1.0,0.0,0.0,True
PRED-00566,1,singleton,1.0,0.0,0.0,True
PRED-00567,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00568,1,singleton,1.0,0.0,0.0,True
PRED-00569,3,shared_residence_signal,0.3333333333333333,0.9670164917541227,0.9707646176911543,True
PRED-00570,2,shared_household_signal,1.0,0.9894810659186535,0.9894810659186535,True
PRED-00571,1,singleton,1.0,0.0,0.0,True
PRED-00572,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00573,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00574,1,singleton,1.0,0.0,0.0,True
PRED-00575,2,shared_household_signal,1.0,0.9869565217391304,0.9869565217391304,True
PRED-00576,1,singleton,1.0,0.0,0.0,True
PRED-00577,1,singleton,1.0,0.0,0.0,True
PRED-00578,1,singleton,1.0,0.0,0.0,True
PRED-00579,1,singleton,1.0,0.0,0.0,True
PRED-00580,4,shared_residence_signal,0.25,0.9531772575250834,0.9663185928403318,True
PRED-00581,2,shared_residence_signal,0.5,0.9661835748792268,0.9661835748792268,True
PRED-00582,1,singleton,1.0,0.0,0.0,True
PRED-00583,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00584,1,singleton,1.0,0.0,0.0,True
PRED-00585,4,shared_residence_signal,0.25,0.8804347826086956,0.9346687370600414,True
PRED-00586,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00587,1,singleton,1.0,0.0,0.0,True
PRED-00588,1,singleton,1.0,0.0,0.0,True
PRED-00589,1,singleton,1.0,0.0,0.0,True
PRED-00590,1,singleton,1.0,0.0,0.0,True
PRED-00591,3,shared_household_signal,0.6666666666666666,0.9130434782608695,0.942608695652174,True
PRED-00592,1,singleton,1.0,0.0,0.0,True
PRED-00593,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00594,1,singleton,1.0,0.0,0.0,True
PRED-00595,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00596,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00597,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00598,1,singleton,1.0,0.0,0.0,True
PRED-00599,1,singleton,1.0,0.0,0.0,True
PRED-00600,4,shared_household_signal,1.0,1.0,1.0,True
PRED-00601,2,shared_household_signal,1.0,0.9869565217391304,0.9869565217391304,True
PRED-00602,2,shared_household_signal,1.0,0.9869565217391304,0.9869565217391304,True
PRED-00603,3,shared_household_signal,1.0,0.9021739130434782,0.937391304347826,True
PRED-00604,1,singleton,1.0,0.0,0.0,True
PRED-00605,2,shared_residence_signal,0.5,0.9661835748792268,0.9661835748792268,True
PRED-00606,2,shared_residence_signal,0.5,0.9073724007561436,0.9073724007561436,True
PRED-00607,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00608,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00609,1,singleton,1.0,0.0,0.0,True
PRED-00610,1,singleton,1.0,0.0,0.0,True
PRED-00611,1,singleton,1.0,0.0,0.0,True
PRED-00612,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00613,1,singleton,1.0,0.0,0.0,True
PRED-00614,4,shared_household_signal,0.75,0.9130434782608695,0.9571014492753623,True
PRED-00615,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00616,1,singleton,1.0,0.0,0.0,True
PRED-00617,1,singleton,1.0,0.0,0.0,True
PRED-00618,1,singleton,1.0,0.0,0.0,True
PRED-00619,1,singleton,1.0,0.0,0.0,True
PRED-00620,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00621,1,singleton,1.0,0.0,0.0,True
PRED-00622,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00623,4,shared_household_signal,1.0,0.9894810659186535,0.9947405329593266,True
PRED-00624,1,singleton,1.0,0.0,0.0,True
PRED-00625,6,shared_location_review,0.16666666666666666,0.951086956521739,0.9701884057971015,True
PRED-00626,1,singleton,1.0,0.0,0.0,True
PRED-00627,1,singleton,1.0,0.0,0.0,True
PRED-00628,1,singleton,1.0,0.0,0.0,True
PRED-00629,1,singleton,1.0,0.0,0.0,True
PRED-00630,1,singleton,1.0,0.0,0.0,True
PRED-00631,1,singleton,1.0,0.0,0.0,True
PRED-00632,2,shared_household_signal,1.0,0.9347826086956522,0.9347826086956522,True
PRED-00633,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00634,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00635,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00636,1,singleton,1.0,0.0,0.0,True
PRED-00637,1,singleton,1.0,0.0,0.0,True
PRED-00638,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00639,1,singleton,1.0,0.0,0.0,True
PRED-00640,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00641,2,shared_household_signal,1.0,0.9896551724137931,0.9896551724137931,True
PRED-00642,1,singleton,1.0,0.0,0.0,True
PRED-00643,2,shared_residence_signal,0.5,0.9670164917541227,0.9670164917541227,True
PRED-00644,1,singleton,1.0,0.0,0.0,True
PRED-00645,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00646,1,singleton,1.0,0.0,0.0,True
PRED-00647,1,singleton,1.0,0.0,0.0,True
PRED-00648,3,shared_household_signal,0.6666666666666666,0.9703225806451613,0.9802150537634408,True
PRED-00649,1,singleton,1.0,0.0,0.0,True
PRED-00650,1,singleton,1.0,0.0,0.0,True
PRED-00651,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00652,4,shared_household_signal,1.0,0.9223602484472048,0.9611801242236023,True
PRED-00653,1,singleton,1.0,0.0,0.0,True
PRED-00654,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00655,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00656,1,singleton,1.0,0.0,0.0,True
PRED-00657,2,shared_residence_signal,0.5,0.9661835748792268,0.9661835748792268,True
PRED-00658,1,singleton,1.0,0.0,0.0,True
PRED-00659,1,singleton,1.0,0.0,0.0,True
PRED-00660,1,singleton,1.0,0.0,0.0,True
PRED-00661,4,shared_household_signal,1.0,1.0,1.0,True
PRED-00662,4,shared_household_signal,0.75,0.9085714285714285,0.9542857142857142,True
PRED-00663,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00664,3,shared_residence_signal,0.3333333333333333,0.9130434782608695,0.9353623188405797,True
PRED-00665,1,singleton,1.0,0.0,0.0,True
PRED-00666,1,singleton,1.0,0.0,0.0,True
PRED-00667,1,singleton,1.0,0.0,0.0,True
PRED-00668,1,singleton,1.0,0.0,0.0,True
PRED-00669,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00670,1,singleton,1.0,0.0,0.0,True
PRED-00671,1,singleton,1.0,0.0,0.0,True
PRED-00672,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00673,2,shared_residence_signal,0.5,0.9030100334448161,0.9030100334448161,True
PRED-00674,1,singleton,1.0,0.0,0.0,True
PRED-00675,4,shared_residence_signal,0.25,0.9677419354838709,0.9738709677419356,True
PRED-00676,1,singleton,1.0,0.0,0.0,True
PRED-00677,4,shared_residence_signal,0.25,0.9085714285714285,0.9442857142857143,True
PRED-00678,1,singleton,1.0,0.0,0.0,True
PRED-00679,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00680,1,singleton,1.0,0.0,0.0,True
PRED-00681,1,singleton,1.0,0.0,0.0,True
PRED-00682,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00683,5,shared_household_signal,0.6,0.9661835748792268,0.9804734299516907,True
PRED-00684,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00685,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00686,1,singleton,1.0,0.0,0.0,True
PRED-00687,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00688,1,singleton,1.0,0.0,0.0,True
PRED-00689,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00690,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00691,1,singleton,1.0,0.0,0.0,True
PRED-00692,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00693,1,singleton,1.0,0.0,0.0,True
PRED-00694,1,singleton,1.0,0.0,0.0,True
PRED-00695,2,shared_household_signal,1.0,0.9896551724137931,0.9896551724137931,True
PRED-00696,1,singleton,1.0,0.0,0.0,True
PRED-00697,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00698,1,singleton,1.0,0.0,0.0,True
PRED-00699,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00700,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00701,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00702,3,shared_household_signal,0.6666666666666666,0.9800000000000001,0.9866666666666667,True
PRED-00703,1,singleton,1.0,0.0,0.0,True
PRED-00704,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00705,2,shared_household_signal,1.0,0.9888888888888888,0.9888888888888888,True
PRED-00706,4,shared_residence_signal,0.25,0.8893280632411065,0.9360733357519746,True
PRED-00707,1,singleton,1.0,0.0,0.0,True
PRED-00708,4,shared_household_signal,1.0,1.0,1.0,True
PRED-00709,1,singleton,1.0,0.0,0.0,True
PRED-00710,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00711,1,singleton,1.0,0.0,0.0,True
PRED-00712,2,shared_household_signal,1.0,0.9869565217391304,0.9869565217391304,True
PRED-00713,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00714,1,singleton,1.0,0.0,0.0,True
PRED-00715,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00716,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00717,1,singleton,1.0,0.0,0.0,True
PRED-00718,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00719,7,shared_location_review,0.14285714285714285,0.9585714285714285,0.9740534834623508,True
PRED-00720,1,singleton,1.0,0.0,0.0,True
PRED-00721,1,singleton,1.0,0.0,0.0,True
PRED-00722,1,singleton,1.0,0.0,0.0,True
PRED-00723,5,shared_residence_signal,0.2,0.9703225806451613,0.9761290322580646,True
PRED-00724,1,singleton,1.0,0.0,0.0,True
PRED-00725,5,shared_residence_signal,0.2,0.9800000000000001,0.9800000000000001,True
PRED-00726,1,singleton,1.0,0.0,0.0,True
PRED-00727,3,shared_residence_signal,0.3333333333333333,0.9244444444444445,0.9429629629629631,True
PRED-00728,4,shared_residence_signal,0.25,0.9006211180124222,0.9403105590062112,True
PRED-00729,1,singleton,1.0,0.0,0.0,True
PRED-00730,1,singleton,1.0,0.0,0.0,True
PRED-00731,1,singleton,1.0,0.0,0.0,True
PRED-00732,1,singleton,1.0,0.0,0.0,True
PRED-00733,1,singleton,1.0,0.0,0.0,True
PRED-00734,1,singleton,1.0,0.0,0.0,True
PRED-00735,3,shared_household_signal,1.0,1.0,1.0,True
PRED-00736,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00737,2,shared_residence_signal,0.5,0.9800000000000001,0.9800000000000001,True
PRED-00738,2,shared_household_signal,1.0,0.9880000000000001,0.9880000000000001,True
PRED-00739,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00740,1,singleton,1.0,0.0,0.0,True
PRED-00741,1,singleton,1.0,0.0,0.0,True
PRED-00742,1,singleton,1.0,0.0,0.0,True
PRED-00743,1,singleton,1.0,0.0,0.0,True
PRED-00744,2,shared_household_signal,1.0,0.9887556221889054,0.9887556221889054,True
PRED-00745,1,singleton,1.0,0.0,0.0,True
PRED-00746,2,shared_residence_signal,0.5,0.9670164917541227,0.9670164917541227,True
PRED-00747,1,singleton,1.0,0.0,0.0,True
PRED-00748,1,singleton,1.0,0.0,0.0,True
PRED-00749,5,shared_residence_signal,0.2,0.9549689440993787,0.9697067894624116,True
PRED-00750,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00751,1,singleton,1.0,0.0,0.0,True
PRED-00752,1,singleton,1.0,0.0,0.0,True
PRED-00753,4,shared_household_signal,1.0,1.0,1.0,True
PRED-00754,4,shared_residence_signal,0.25,0.9800000000000001,0.9800000000000001,True
PRED-00755,4,shared_household_signal,1.0,1.0,1.0,True
PRED-00756,1,singleton,1.0,0.0,0.0,True
PRED-00757,2,shared_household_signal,1.0,1.0,1.0,True
PRED-00758,1,singleton,1.0,0.0,0.0,True
PRED-00759,4,shared_household_signal,1.0,0.9879227053140095,0.9939613526570047,True
PRED-00760,1,singleton,1.0,0.0,0.0,True
PRED-00761,4,shared_household_signal,0.75,0.9661835748792268,0.9836714975845409,True
PRED-00762,4,shared_household_signal,0.75,0.9800000000000001,0.9900000000000001,True
PRED-00763,1,singleton,1.0,0.0,0.0,True
PRED-00764,4,shared_residence_signal,0.25,0.9800000000000001,0.9800000000000001,True
PRED-00765,3,shared_residence_signal,0.3333333333333333,0.9800000000000001,0.9800000000000001,True
PRED-00766,1,singleton,1.0,0.0,0.0,True
PRED-00767,1,singleton,1.0,0.0,0.0,True
